date,queue,language,forecast_summary,confidence_label,main_drivers
2026-02-02,Sales,FR,78.43,High,Monday historically carries the strongest contact volume.
2026-02-02,Sales,IT,78.83,High,Monday historically carries the strongest contact volume.
2026-02-03,Customer Service,DE,339.94,High,Required FTE exceeds scheduled available capacity.
2026-02-03,Customer Service,EN,107.9,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-03,Customer Service,FR,125.71,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-03,Customer Service,IT,127.22,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-03,Sales,DE,211.88,High,Required FTE exceeds scheduled available capacity.
2026-02-03,Sales,EN,59.13,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-03,Sales,FR,73.37,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-03,Sales,IT,71.27,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-04,Customer Service,DE,302.65,High,Required FTE exceeds scheduled available capacity.
2026-02-04,Customer Service,EN,100.05,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-04,Customer Service,FR,119.53,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-04,Customer Service,IT,115.8,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-04,Sales,DE,188.58,High,Required FTE exceeds scheduled available capacity.
2026-02-04,Sales,EN,49.62,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-04,Sales,FR,64.98,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-04,Sales,IT,68.89,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-05,Customer Service,DE,298.42,High,Required FTE exceeds scheduled available capacity.
2026-02-05,Customer Service,EN,87.05,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-05,Customer Service,FR,115.58,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-05,Customer Service,IT,108.71,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-05,Sales,DE,170.66,High,Required FTE exceeds scheduled available capacity.
2026-02-05,Sales,EN,48.79,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-05,Sales,FR,62.29,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-05,Sales,IT,58.56,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-06,Customer Service,DE,274.2,High,Required FTE exceeds scheduled available capacity.
2026-02-06,Customer Service,EN,88.54,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-06,Customer Service,FR,101.97,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-06,Customer Service,IT,108.97,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-06,Sales,DE,157.81,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-06,Sales,EN,52.16,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-06,Sales,FR,62.11,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-06,Sales,IT,59.06,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-07,Customer Service,DE,171.16,High,Required FTE exceeds scheduled available capacity.
2026-02-07,Customer Service,EN,36.39,High,Required FTE exceeds scheduled available capacity.
2026-02-07,Customer Service,FR,36.58,High,Required FTE exceeds scheduled available capacity.
2026-02-07,Customer Service,IT,39.65,High,Required FTE exceeds scheduled available capacity.
2026-02-07,Sales,DE,94.59,High,Required FTE exceeds scheduled available capacity.
2026-02-07,Sales,EN,23.83,High,Required FTE exceeds scheduled available capacity.
2026-02-07,Sales,FR,24.12,High,Required FTE exceeds scheduled available capacity.
2026-02-07,Sales,IT,24.12,High,Required FTE exceeds scheduled available capacity.
2026-02-08,Customer Service,DE,222.02,High,Required FTE exceeds scheduled available capacity.
2026-02-08,Customer Service,EN,53.9,High,Required FTE exceeds scheduled available capacity.
2026-02-08,Customer Service,FR,56.06,High,Required FTE exceeds scheduled available capacity.
2026-02-08,Customer Service,IT,59.14,High,Required FTE exceeds scheduled available capacity.
2026-02-08,Sales,DE,117.1,High,Required FTE exceeds scheduled available capacity.
2026-02-08,Sales,EN,29.79,High,Required FTE exceeds scheduled available capacity.
2026-02-08,Sales,FR,31.77,High,Required FTE exceeds scheduled available capacity.
2026-02-08,Sales,IT,31.77,High,Required FTE exceeds scheduled available capacity.
2026-02-09,Customer Service,DE,380.63,High,Monday historically carries the strongest contact volume. Required FTE exceeds scheduled available capacity.
2026-02-09,Customer Service,EN,116.65,High,Monday historically carries the strongest contact volume.
2026-02-09,Customer Service,FR,138.21,High,Monday historically carries the strongest contact volume.
2026-02-09,Customer Service,IT,129.82,High,Monday historically carries the strongest contact volume.
2026-02-09,Sales,DE,224.43,High,Monday historically carries the strongest contact volume. Required FTE exceeds scheduled available capacity.
2026-02-09,Sales,EN,66.35,High,Monday historically carries the strongest contact volume.
2026-02-09,Sales,FR,81.66,High,Monday historically carries the strongest contact volume.
2026-02-09,Sales,IT,80.16,High,Monday historically carries the strongest contact volume.
2026-02-10,Customer Service,DE,355.74,High,Required FTE exceeds scheduled available capacity.
2026-02-10,Customer Service,EN,100.72,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-10,Customer Service,FR,128.23,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-10,Customer Service,IT,125.88,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-10,Sales,DE,205.15,High,Required FTE exceeds scheduled available capacity.
2026-02-10,Sales,EN,64.81,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-10,Sales,FR,71.8,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-10,Sales,IT,70.08,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-11,Customer Service,DE,311.2,High,Required FTE exceeds scheduled available capacity.
2026-02-11,Customer Service,EN,95.34,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-11,Customer Service,FR,117.05,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-11,Customer Service,IT,116.91,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-11,Sales,DE,189.76,High,Required FTE exceeds scheduled available capacity.
2026-02-11,Sales,EN,56.82,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-11,Sales,FR,64.83,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-11,Sales,IT,66.71,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-12,Customer Service,DE,226.16,Medium,Required FTE exceeds scheduled available capacity.
2026-02-12,Customer Service,EN,60.5,Medium,Required FTE exceeds scheduled available capacity.
2026-02-12,Customer Service,FR,62.81,Medium,Required FTE exceeds scheduled available capacity.
2026-02-12,Customer Service,IT,65.89,Medium,Required FTE exceeds scheduled available capacity.
2026-02-12,Sales,DE,122.43,Medium,Required FTE exceeds scheduled available capacity.
2026-02-12,Sales,EN,31.31,Medium,Required FTE exceeds scheduled available capacity.
2026-02-12,Sales,FR,33.44,Medium,Required FTE exceeds scheduled available capacity.
2026-02-12,Sales,IT,33.44,Medium,Required FTE exceeds scheduled available capacity.
2026-02-13,Customer Service,DE,299.31,Medium,A post-holiday rebound is expected after a closed day. Required FTE exceeds scheduled available capacity.
2026-02-13,Customer Service,EN,76.22,Medium,A post-holiday rebound is expected after a closed day.
2026-02-13,Customer Service,FR,101.06,Medium,A post-holiday rebound is expected after a closed day.
2026-02-13,Customer Service,IT,97.95,Medium,A post-holiday rebound is expected after a closed day.
2026-02-13,Sales,DE,155.97,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-13,Sales,EN,48.73,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-13,Sales,FR,56.91,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-13,Sales,IT,55.41,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-14,Customer Service,DE,215.72,High,Required FTE exceeds scheduled available capacity.
2026-02-14,Customer Service,EN,59.51,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-14,Customer Service,FR,69.49,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-14,Customer Service,IT,72.17,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-14,Sales,DE,121.01,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-14,Sales,EN,36.65,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-14,Sales,FR,41.16,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-02-14,Sales,IT,42.86,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-01,Customer Service,DE,213.88,High,Required FTE exceeds scheduled available capacity.
2026-03-01,Customer Service,EN,53.91,High,Required FTE exceeds scheduled available capacity.
2026-03-01,Customer Service,FR,56.15,High,Required FTE exceeds scheduled available capacity.
2026-03-01,Customer Service,IT,59.23,High,Required FTE exceeds scheduled available capacity.
2026-03-01,Sales,DE,117.26,High,Required FTE exceeds scheduled available capacity.
2026-03-01,Sales,EN,29.79,High,Required FTE exceeds scheduled available capacity.
2026-03-01,Sales,FR,31.84,High,Required FTE exceeds scheduled available capacity.
2026-03-01,Sales,IT,31.84,High,Required FTE exceeds scheduled available capacity.
2026-03-02,Customer Service,DE,247.04,Low,Monday historically carries the strongest contact volume. Billing-cycle traffic increases Customer Service contacts. Required FTE exceeds scheduled available capacity.
2026-03-02,Customer Service,EN,77.76,Low,Monday historically carries the strongest contact volume. Billing-cycle traffic increases Customer Service contacts. Required FTE exceeds scheduled available capacity.
2026-03-02,Customer Service,FR,87.16,Low,Monday historically carries the strongest contact volume. Billing-cycle traffic increases Customer Service contacts. Required FTE exceeds scheduled available capacity.
2026-03-02,Customer Service,IT,90.26,Low,Monday historically carries the strongest contact volume. Billing-cycle traffic increases Customer Service contacts. Required FTE exceeds scheduled available capacity.
2026-03-02,Sales,DE,146.3,Medium,Monday historically carries the strongest contact volume. Required FTE exceeds scheduled available capacity.
2026-03-02,Sales,EN,43.13,Medium,Monday historically carries the strongest contact volume. Required FTE exceeds scheduled available capacity.
2026-03-02,Sales,FR,50.03,Medium,Monday historically carries the strongest contact volume. Required FTE exceeds scheduled available capacity.
2026-03-02,Sales,IT,50.03,Medium,Monday historically carries the strongest contact volume. Required FTE exceeds scheduled available capacity.
2026-03-03,Customer Service,DE,431.07,Medium,A post-holiday rebound is expected after a closed day. Required FTE exceeds scheduled available capacity.
2026-03-03,Customer Service,EN,118.91,Medium,A post-holiday rebound is expected after a closed day.
2026-03-03,Customer Service,FR,146.09,Medium,A post-holiday rebound is expected after a closed day.
2026-03-03,Customer Service,IT,135.05,Medium,A post-holiday rebound is expected after a closed day.
2026-03-03,Sales,DE,231.38,High,Required FTE exceeds scheduled available capacity.
2026-03-03,Sales,EN,71.35,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-03,Sales,FR,84.02,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-03,Sales,IT,78.31,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-04,Customer Service,DE,332.04,High,Required FTE exceeds scheduled available capacity.
2026-03-04,Customer Service,EN,103.63,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-04,Customer Service,FR,130.47,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-04,Customer Service,IT,130.61,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-04,Sales,DE,214.15,High,Required FTE exceeds scheduled available capacity.
2026-03-04,Sales,EN,69.66,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-04,Sales,FR,77.5,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-04,Sales,IT,75.73,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-05,Customer Service,DE,299.41,High,Required FTE exceeds scheduled available capacity.
2026-03-05,Customer Service,EN,101.55,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-05,Customer Service,FR,121.06,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-05,Customer Service,IT,114.61,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-05,Sales,DE,196.03,High,Required FTE exceeds scheduled available capacity.
2026-03-05,Sales,EN,60.18,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-05,Sales,FR,68.18,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-05,Sales,IT,74.68,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-06,Customer Service,DE,305.13,High,Required FTE exceeds scheduled available capacity.
2026-03-06,Customer Service,EN,96.66,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-06,Customer Service,FR,129.6,High,Required FTE exceeds scheduled available capacity.
2026-03-06,Customer Service,IT,110.75,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-06,Sales,DE,176.9,High,Required FTE exceeds scheduled available capacity.
2026-03-06,Sales,EN,58.46,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-06,Sales,FR,69.63,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-06,Sales,IT,64.21,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-07,Customer Service,DE,171.23,High,Required FTE exceeds scheduled available capacity.
2026-03-07,Customer Service,EN,36.43,High,Required FTE exceeds scheduled available capacity.
2026-03-07,Customer Service,FR,36.64,High,Required FTE exceeds scheduled available capacity.
2026-03-07,Customer Service,IT,39.72,High,Required FTE exceeds scheduled available capacity.
2026-03-07,Sales,DE,94.61,High,Required FTE exceeds scheduled available capacity.
2026-03-07,Sales,EN,23.83,High,Required FTE exceeds scheduled available capacity.
2026-03-07,Sales,FR,24.14,High,Required FTE exceeds scheduled available capacity.
2026-03-07,Sales,IT,24.14,High,Required FTE exceeds scheduled available capacity.
2026-03-08,Customer Service,DE,222.07,High,Required FTE exceeds scheduled available capacity.
2026-03-08,Customer Service,EN,53.95,High,Required FTE exceeds scheduled available capacity.
2026-03-08,Customer Service,FR,56.17,High,Required FTE exceeds scheduled available capacity.
2026-03-08,Customer Service,IT,59.25,High,Required FTE exceeds scheduled available capacity.
2026-03-08,Sales,DE,117.12,High,Required FTE exceeds scheduled available capacity.
2026-03-08,Sales,EN,29.79,High,Required FTE exceeds scheduled available capacity.
2026-03-08,Sales,FR,31.84,High,Required FTE exceeds scheduled available capacity.
2026-03-08,Sales,IT,31.84,High,Required FTE exceeds scheduled available capacity.
2026-03-09,Customer Service,DE,407.21,High,Monday historically carries the strongest contact volume. Required FTE exceeds scheduled available capacity.
2026-03-09,Customer Service,EN,123.56,High,Monday historically carries the strongest contact volume.
2026-03-09,Customer Service,FR,165.74,High,Monday historically carries the strongest contact volume.
2026-03-09,Customer Service,IT,142.16,High,Monday historically carries the strongest contact volume.
2026-03-09,Sales,DE,236.05,High,Monday historically carries the strongest contact volume. Required FTE exceeds scheduled available capacity.
2026-03-09,Sales,EN,77.14,High,Monday historically carries the strongest contact volume.
2026-03-09,Sales,FR,84.45,High,Monday historically carries the strongest contact volume.
2026-03-09,Sales,IT,86.98,High,Monday historically carries the strongest contact volume.
2026-03-10,Customer Service,DE,379.67,High,Required FTE exceeds scheduled available capacity.
2026-03-10,Customer Service,EN,109.13,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-10,Customer Service,FR,139.51,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-10,Customer Service,IT,128.48,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-10,Sales,DE,222.97,High,Required FTE exceeds scheduled available capacity.
2026-03-10,Sales,EN,74.63,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-10,Sales,FR,85.28,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-10,Sales,IT,79.25,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
2026-03-11,Customer Service,DE,329.03,High,Required FTE exceeds scheduled available capacity.
2026-03-11,Customer Service,EN,101.61,High,"Forecast is mostly driven by normal weekday, interval and language seasonality."
