date,queue,language,confidence_score,confidence_label,business_priority_score,forecast_calls,actual_calls,partner_forecast_calls,risk_rate,primary_drivers,recommended_action
2026-01-13,Sales,EN,65.5,Medium,6.506,40.42,65.0,20.68,0.0833,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-01-13,Sales,FR,67.8,Medium,6.625,58.07,73.0,58.09,0.0833,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-01-13,Sales,IT,67.3,Medium,5.491,49.93,63.0,41.35,0.0833,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-01-14,Customer Service,DE,81.8,High,81.263,221.38,382.0,125.31,0.6875,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-01-14,Customer Service,EN,61.2,Medium,8.275,64.19,81.0,34.69,0.1042,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-01-14,Customer Service,FR,64.1,Medium,10.512,92.52,129.0,104.63,0.1042,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-01-14,Customer Service,IT,64.4,Medium,8.466,87.48,89.0,83.95,0.125,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-01-14,Sales,DE,72.7,Medium,27.076,130.66,195.0,63.16,0.3125,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-01-14,Sales,EN,65.7,Medium,3.707,34.33,47.0,18.11,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-01-14,Sales,FR,68.4,Medium,4.742,50.94,66.0,48.63,0.0417,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-01-14,Sales,IT,67.8,Medium,5.113,48.57,68.0,45.07,0.0208,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-02-01,Customer Service,DE,78.3,High,151.62,213.85,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-01,Customer Service,EN,61.0,Medium,46.172,53.87,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-01,Customer Service,FR,61.0,Medium,44.021,56.06,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-01,Customer Service,IT,61.0,Medium,44.226,59.14,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-01,Sales,DE,67.8,Medium,79.676,117.28,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-01,Sales,EN,61.0,Medium,13.778,29.78,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-02-01,Sales,FR,61.0,Medium,13.138,31.8,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-02-01,Sales,IT,61.0,Medium,12.608,31.8,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-02-02,Customer Service,DE,77.3,Medium,230.899,459.71,428.0,562.61,0.9167,Monday effect: historical volume is higher at the start of the week. Business event effect: billing_cycle is active. Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-02,Customer Service,EN,61.0,Medium,20.435,122.99,114.0,158.99,0.2708,Monday effect: historical volume is higher at the start of the week. Business event effect: billing_cycle is active. Partner correction: partner forecast is materially above the model forecast.,Validate business event assumptions
2026-02-02,Customer Service,FR,63.5,Medium,23.438,150.04,128.0,202.58,0.3542,Monday effect: historical volume is higher at the start of the week. Business event effect: billing_cycle is active. Partner correction: partner forecast is materially above the model forecast.,Validate business event assumptions
2026-02-02,Customer Service,IT,55.2,Low,23.859,155.22,125.0,232.45,0.3542,Monday effect: historical volume is higher at the start of the week. Business event effect: billing_cycle is active. Partner correction: partner forecast is materially above the model forecast.,Planner review recommended before schedule freeze
2026-02-02,Sales,DE,82.0,High,79.995,224.63,188.0,340.12,0.9167,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-02,Sales,EN,64.4,Medium,4.963,66.3,57.0,83.74,0.0625,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-02,Sales,FR,62.6,Medium,6.03,78.43,56.0,111.71,0.1042,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-02,Sales,IT,62.2,Medium,6.399,78.83,68.0,118.52,0.1042,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-03,Customer Service,DE,87.4,High,145.215,339.94,298.0,454.82,0.8958,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-03,Customer Service,EN,67.9,Medium,16.032,107.9,95.0,146.81,0.2292,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-03,Customer Service,FR,70.6,Medium,12.705,125.71,91.0,196.41,0.1458,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-03,Customer Service,IT,71.8,Medium,15.375,127.22,89.0,201.38,0.1875,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-03,Sales,DE,80.7,High,71.408,211.88,167.0,306.94,0.8958,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-03,Sales,EN,63.9,Medium,5.579,59.13,54.0,78.43,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-03,Sales,FR,62.4,Medium,5.474,73.37,59.0,107.57,0.0833,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-03,Sales,IT,62.5,Medium,5.896,71.27,60.0,107.17,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-04,Customer Service,DE,86.0,High,124.134,302.65,305.0,430.0,0.9375,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-04,Customer Service,EN,67.5,Medium,14.22,100.05,67.0,122.68,0.2083,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-04,Customer Service,FR,68.1,Medium,16.538,119.53,95.0,188.4,0.2292,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-04,Customer Service,IT,70.7,Medium,16.264,115.8,85.0,160.32,0.2292,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-04,Sales,DE,79.1,High,42.714,188.58,159.0,231.99,0.4792,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Monitor
2026-02-04,Sales,EN,66.7,Medium,4.507,49.62,50.0,57.03,0.0417,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-02-04,Sales,FR,64.6,Medium,6.253,64.98,38.0,85.74,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-04,Sales,IT,64.3,Medium,6.257,68.89,49.0,86.26,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-05,Customer Service,DE,84.5,High,120.254,298.42,283.0,453.76,0.875,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-05,Customer Service,EN,62.7,Medium,13.045,87.06,72.0,103.39,0.2292,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-05,Customer Service,FR,69.5,Medium,11.492,115.58,77.0,166.04,0.1458,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-05,Customer Service,IT,69.7,Medium,11.262,108.71,85.0,141.05,0.125,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-05,Sales,DE,76.9,Medium,30.659,170.66,164.0,217.86,0.375,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-05,Sales,EN,65.8,Medium,4.646,48.79,44.0,62.38,0.0625,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-02-05,Sales,FR,65.6,Medium,3.764,62.29,46.0,81.56,0.0417,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-05,Sales,IT,65.7,Medium,4.627,58.57,45.0,85.09,0.0833,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-06,Customer Service,DE,84.4,High,103.032,274.2,228.0,401.57,0.7917,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-06,Customer Service,EN,64.0,Medium,7.722,88.54,53.0,104.06,0.125,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-06,Customer Service,FR,67.1,Medium,10.075,101.97,68.0,133.65,0.1458,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-06,Customer Service,IT,67.9,Medium,10.315,108.97,78.0,148.93,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-06,Sales,DE,73.3,Medium,25.932,157.81,122.0,216.94,0.3542,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-06,Sales,EN,66.4,Medium,2.536,52.16,25.0,61.55,0.0208,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-02-06,Sales,FR,62.7,Medium,4.45,62.11,31.0,80.66,0.0833,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-06,Sales,IT,64.8,Medium,4.458,59.06,44.0,77.19,0.0833,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-02-07,Customer Service,DE,75.1,Medium,124.715,171.17,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-07,Customer Service,EN,61.0,Medium,36.655,36.39,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-07,Customer Service,FR,61.0,Medium,33.153,36.58,0.0,0.0,0.9167,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-07,Customer Service,IT,61.0,Medium,34.135,39.65,0.0,0.0,0.9375,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-07,Sales,DE,62.2,Medium,67.52,94.59,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-02-07,Sales,EN,61.0,Medium,11.014,23.83,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
